SampleID	Sex	ID	Population	Sub-population	Cohort
NA20787	male	SAME123609	EUR	NA	1000 Genomes Project
NA21087	male	SAME123138	SAS	NA	1000 Genomes Project
NA20864	male	SAME123944	SAS	NA	1000 Genomes Project
NA21094	male	SAME123317	SAS	NA	1000 Genomes Project
NA20910	female	SAME123100	SAS	NA	1000 Genomes Project
NA20856	female	SAME123247	SAS	NA	1000 Genomes Project
NA21088	female	SAME123143	SAS	NA	1000 Genomes Project
NA20863	male	SAME123805	SAS	NA	1000 Genomes Project
NA21090	male	SAME123320	SAS	NA	1000 Genomes Project
NA20887	male	SAME123879	SAS	NA	1000 Genomes Project
NA21141	female	SAME125205	SAS	NA	1000 Genomes Project
NA20894	female	SAME123667	SAS	NA	1000 Genomes Project
NA21108	female	SAME124442	SAS	NA	1000 Genomes Project
NA21114	male	SAME124184	SAS	NA	1000 Genomes Project
NA21110	female	SAME124180	SAS	NA	1000 Genomes Project
NA21119	male	SAME123584	SAS	NA	1000 Genomes Project
NA21115	male	SAME124183	SAS	NA	1000 Genomes Project
NA21126	male	SAME124026	SAS	NA	1000 Genomes Project
NA21133	male	SAME123831	SAS	NA	1000 Genomes Project
NA21099	male	SAME123325	SAS	NA	1000 Genomes Project
NA21102	female	SAME124438	SAS	NA	1000 Genomes Project
NA21122	female	SAME124030	SAS	NA	1000 Genomes Project
NA21107	male	SAME124435	SAS	NA	1000 Genomes Project
NA21127	male	SAME124027	SAS	NA	1000 Genomes Project
NA21095	male	SAME123318	SAS	NA	1000 Genomes Project
NA21103	female	SAME124439	SAS	NA	1000 Genomes Project
NA20903	male	SAME122921	SAS	NA	1000 Genomes Project
NA20908	female	SAME123777	SAS	NA	1000 Genomes Project
HGDP00003	male	NA	SAS	Brahui	Human_Genome_Diversity_Project
HGDP00021	male	NA	SAS	Brahui	Human_Genome_Diversity_Project
HGDP00033	male	NA	SAS	Brahui	Human_Genome_Diversity_Project
HGDP00007	male	NA	SAS	Brahui	Human_Genome_Diversity_Project
HGDP00103	male	NA	SAS	Hazara	Human_Genome_Diversity_Project
HGDP00108	male	NA	SAS	Hazara	Human_Genome_Diversity_Project
HGDP00110	male	NA	SAS	Hazara	Human_Genome_Diversity_Project
HGDP00115	male	NA	SAS	Hazara	Human_Genome_Diversity_Project
HGDP00153	female	NA	SAS	Makrani	Human_Genome_Diversity_Project
HGDP00096	male	NA	SAS	Balochi	Human_Genome_Diversity_Project
HGDP00158	male	NA	SAS	Makrani	Human_Genome_Diversity_Project
HGDP00104	male	NA	SAS	Hazara	Human_Genome_Diversity_Project
HGDP00165	male	NA	SAS	Sindhi	Human_Genome_Diversity_Project
HGDP00039	male	NA	SAS	Brahui	Human_Genome_Diversity_Project
HGDP00122	male	NA	SAS	Hazara	Human_Genome_Diversity_Project
HGDP00041	male	NA	SAS	Brahui	Human_Genome_Diversity_Project
HGDP00127	male	NA	SAS	Hazara	Human_Genome_Diversity_Project
HGDP00060	male	NA	SAS	Balochi	Human_Genome_Diversity_Project
HGDP00134	male	NA	SAS	Makrani	Human_Genome_Diversity_Project
HGDP00072	male	NA	SAS	Balochi	Human_Genome_Diversity_Project
HGDP00045	male	NA	SAS	Brahui	Human_Genome_Diversity_Project
HGDP00015	male	NA	SAS	Brahui	Human_Genome_Diversity_Project
HGDP00052	male	NA	SAS	Balochi	Human_Genome_Diversity_Project
HGDP00109	male	NA	SAS	Hazara	Human_Genome_Diversity_Project
HGDP00057	male	NA	SAS	Balochi	Human_Genome_Diversity_Project
HGDP00243	male	NA	SAS	Pathan	Human_Genome_Diversity_Project
HGDP00139	male	NA	SAS	Makrani	Human_Genome_Diversity_Project
HGDP00248	male	NA	SAS	Pathan	Human_Genome_Diversity_Project
HGDP00141	male	NA	SAS	Makrani	Human_Genome_Diversity_Project
HGDP00262	male	NA	SAS	Pathan	Human_Genome_Diversity_Project
HGDP00146	male	NA	SAS	Makrani	Human_Genome_Diversity_Project
HGDP00274	female	NA	SAS	Kalash	Human_Genome_Diversity_Project
HGDP00177	male	NA	SAS	Sindhi	Human_Genome_Diversity_Project
HGDP00185	male	NA	SAS	Sindhi	Human_Genome_Diversity_Project
HGDP00189	male	NA	SAS	Sindhi	Human_Genome_Diversity_Project
HGDP00192	female	NA	SAS	Sindhi	Human_Genome_Diversity_Project
HGDP00191	male	NA	SAS	Sindhi	Human_Genome_Diversity_Project
HGDP00197	male	NA	SAS	Sindhi	Human_Genome_Diversity_Project
HGDP00064	male	NA	SAS	Balochi	Human_Genome_Diversity_Project
HGDP00205	male	NA	SAS	Sindhi	Human_Genome_Diversity_Project
HGDP00076	male	NA	SAS	Balochi	Human_Genome_Diversity_Project
HGDP00313	male	NA	SAS	Kalash	Human_Genome_Diversity_Project
HGDP00088	male	NA	SAS	Balochi	Human_Genome_Diversity_Project
HGDP00351	male	NA	SAS	Burusho	Human_Genome_Diversity_Project
HGDP00228	male	NA	SAS	Pathan	Human_Genome_Diversity_Project
HGDP00356	female	NA	SAS	Burusho	Human_Genome_Diversity_Project
HGDP00540	male	NA	OCN	Papuan,Papuan_Sepik	Simons_Genome_Diversity_Project,Human_Genome_Diversity_Project
HGDP00279	male	NA	SAS	Kalash	Human_Genome_Diversity_Project
HGDP00545	male	NA	OCN	Papuan,Papuan_Sepik	Simons_Genome_Diversity_Project,Human_Genome_Diversity_Project
HGDP00281	male	NA	SAS	Kalash	Human_Genome_Diversity_Project
HGDP00463	male	NA	AFR	Mbuti	Human_Genome_Diversity_Project
HGDP00298	female	NA	SAS	Kalash	Human_Genome_Diversity_Project
HGDP00468	male	NA	AFR	Mbuti	Human_Genome_Diversity_Project
HGDP00382	male	NA	SAS	Burusho	Human_Genome_Diversity_Project
HGDP00470	male	NA	AFR	Biaka	Human_Genome_Diversity_Project
HGDP00402	male	NA	SAS	Burusho	Human_Genome_Diversity_Project
HGDP00230	male	NA	SAS	Pathan	Human_Genome_Diversity_Project
HGDP00407	male	NA	SAS	Burusho	Human_Genome_Diversity_Project
HGDP00247	female	NA	SAS	Pathan	Human_Genome_Diversity_Project
HGDP00161	male	NA	SAS	Makrani	Human_Genome_Diversity_Project
HGDP00254	male	NA	SAS	Pathan	Human_Genome_Diversity_Project
HGDP00173	male	NA	SAS	Sindhi	Human_Genome_Diversity_Project
HGDP00259	male	NA	SAS	Pathan	Human_Genome_Diversity_Project
HGDP00130	male	NA	SAS	Makrani	Human_Genome_Diversity_Project
HGDP00285	male	NA	SAS	Kalash	Human_Genome_Diversity_Project
HGDP00135	male	NA	SAS	Makrani	Human_Genome_Diversity_Project
HGDP00514	female	NA	EUR	French	Human_Genome_Diversity_Project
HGDP00154	female	NA	SAS	Makrani	Human_Genome_Diversity_Project
HGDP00519	male	NA	EUR	French	Human_Genome_Diversity_Project
HGDP00224	male	NA	SAS	Pathan	Human_Genome_Diversity_Project
HGDP00444	female	NA	SAS	Burusho	Human_Genome_Diversity_Project
HGDP00534	female	NA	EUR	French	Human_Genome_Diversity_Project
HGDP00475	male	NA	AFR	Biaka	Human_Genome_Diversity_Project
HGDP00539	female	NA	EUR	French	Human_Genome_Diversity_Project
HGDP00557	female	NA	WAS	Druze	Human_Genome_Diversity_Project
HGDP00541	male	NA	OCN	Papuan,Papuan_Sepik	Simons_Genome_Diversity_Project,Human_Genome_Diversity_Project
HGDP00538	male	NA	EUR	French	Human_Genome_Diversity_Project
HGDP00546	male	NA	OCN	Papuan,Papuan_Sepik	Simons_Genome_Diversity_Project,Human_Genome_Diversity_Project
HGDP00672	female	NA	EUR	Sardinian	Human_Genome_Diversity_Project
HGDP00553	male	NA	OCN	Papuan,Papuan_Highlands	Simons_Genome_Diversity_Project,Human_Genome_Diversity_Project
HGDP00677	male	NA	WAS	Palestinian	Human_Genome_Diversity_Project
HGDP00433	male	NA	SAS	Burusho	Human_Genome_Diversity_Project
HGDP00595	male	NA	WAS	Druze	Human_Genome_Diversity_Project
HGDP00438	male	NA	SAS	Burusho	Human_Genome_Diversity_Project
HGDP00608	male	NA	WAS	Bedouin	Human_Genome_Diversity_Project
HGDP00445	male	NA	SAS	Burusho	Human_Genome_Diversity_Project
HGDP00610	male	NA	WAS	Bedouin	Human_Genome_Diversity_Project
HGDP00452	male	NA	AFR	Biaka	Human_Genome_Diversity_Project
HGDP00639	male	NA	WAS	Bedouin	Human_Genome_Diversity_Project
HGDP00469	male	NA	AFR	Biaka	Human_Genome_Diversity_Project
HGDP00641	male	NA	WAS	Bedouin	Human_Genome_Diversity_Project
HGDP00471	female	NA	AFR	Mbuti	Human_Genome_Diversity_Project
HGDP00646	female	NA	WAS	Bedouin	Human_Genome_Diversity_Project
HGDP00490	male	NA	OCN	Bougainville	Human_Genome_Diversity_Project
HGDP00583	female	NA	WAS	Druze	Human_Genome_Diversity_Project
HGDP00515	male	NA	EUR	French	Human_Genome_Diversity_Project
HGDP00588	male	NA	WAS	Druze	Human_Genome_Diversity_Project
HGDP00565	female	NA	WAS	Druze	Human_Genome_Diversity_Project
HGDP00590	female	NA	WAS	Druze	Human_Genome_Diversity_Project
HGDP00572	female	NA	WAS	Druze	Human_Genome_Diversity_Project
HGDP00615	female	NA	WAS	Bedouin	Human_Genome_Diversity_Project
HGDP00558	female	NA	WAS	Druze	Human_Genome_Diversity_Project
HGDP00622	male	NA	WAS	Bedouin	Human_Genome_Diversity_Project
HGDP00560	female	NA	WAS	Druze	Human_Genome_Diversity_Project
HGDP00627	male	NA	WAS	Bedouin	Human_Genome_Diversity_Project
HGDP00522	male	NA	EUR	French	Human_Genome_Diversity_Project
HGDP00634	female	NA	WAS	Bedouin	Human_Genome_Diversity_Project
HGDP00527	female	NA	EUR	French	Human_Genome_Diversity_Project
HGDP00571	female	NA	WAS	Druze	Human_Genome_Diversity_Project
HGDP00464	male	NA	AFR	Biaka	Human_Genome_Diversity_Project
HGDP00576	male	NA	WAS	Druze	Human_Genome_Diversity_Project
HGDP00673	female	NA	EUR	Sardinian	Human_Genome_Diversity_Project
HGDP00653	female	NA	WAS	Bedouin	Human_Genome_Diversity_Project
HGDP00678	male	NA	WAS	Palestinian	Human_Genome_Diversity_Project
HGDP00564	female	NA	WAS	Druze	Human_Genome_Diversity_Project
HGDP00680	female	NA	WAS	Palestinian	Human_Genome_Diversity_Project
HGDP00704	female	NA	AMR	Colombian	Human_Genome_Diversity_Project
HGDP00604	male	NA	WAS	Druze	Human_Genome_Diversity_Project
HGDP00711	male	NA	EAS	Cambodian	Human_Genome_Diversity_Project
HGDP00609	male	NA	WAS	Bedouin	Human_Genome_Diversity_Project
HGDP00716	male	NA	EAS	Cambodian	Human_Genome_Diversity_Project
HGDP00611	male	NA	WAS	Bedouin	Human_Genome_Diversity_Project
HGDP00723	male	NA	WAS	Palestinian	Human_Genome_Diversity_Project
HGDP00628	male	NA	WAS	Bedouin	Human_Genome_Diversity_Project
HGDP00684	female	NA	WAS	Palestinian	Human_Genome_Diversity_Project
HGDP00630	male	NA	WAS	Bedouin	Human_Genome_Diversity_Project
HGDP00689	female	NA	WAS	Palestinian	Human_Genome_Diversity_Project
HGDP00635	female	NA	WAS	Bedouin	Human_Genome_Diversity_Project
HGDP00691	female	NA	WAS	Palestinian	Human_Genome_Diversity_Project
HGDP00642	male	NA	WAS	Bedouin	Human_Genome_Diversity_Project
HGDP00754	female	NA	EAS	Japanese	Human_Genome_Diversity_Project
HGDP00647	female	NA	WAS	Bedouin	Human_Genome_Diversity_Project
HGDP00759	male	NA	EAS	Japanese	Human_Genome_Diversity_Project
HGDP00654	male	NA	WAS	Bedouin	Human_Genome_Diversity_Project
HGDP00761	female	NA	EAS	Japanese	Human_Genome_Diversity_Project
HGDP00661	female	NA	OCN	Bougainville	Human_Genome_Diversity_Project
HGDP00797	female	NA	EUR	Orcadian	Human_Genome_Diversity_Project
HGDP00666	male	NA	EUR	Sardinian	Human_Genome_Diversity_Project
HGDP00800	female	NA	EUR	Orcadian	Human_Genome_Diversity_Project
HGDP00685	female	NA	WAS	Palestinian	Human_Genome_Diversity_Project
HGDP00805	female	NA	EUR	Orcadian	Human_Genome_Diversity_Project
HGDP00692	female	NA	WAS	Palestinian	Human_Genome_Diversity_Project
HGDP00730	male	NA	WAS	Palestinian	Human_Genome_Diversity_Project
HGDP00584	female	NA	WAS	Druze	Human_Genome_Diversity_Project
HGDP00735	female	NA	WAS	Palestinian	Human_Genome_Diversity_Project
HGDP00591	female	NA	WAS	Druze	Human_Genome_Diversity_Project
HGDP00696	female	NA	WAS	Palestinian	Human_Genome_Diversity_Project
HGDP00623	male	NA	WAS	Bedouin	Human_Genome_Diversity_Project
HGDP00747	male	NA	EAS	Japanese	Human_Genome_Diversity_Project
HGDP00577	female	NA	WAS	Druze	Human_Genome_Diversity_Project
HGDP00766	male	NA	EAS	Japanese	Human_Genome_Diversity_Project
HGDP00712	female	NA	EAS	Cambodian	Human_Genome_Diversity_Project
HGDP00780	male	NA	EAS	Han	Human_Genome_Diversity_Project
HGDP00724	male	NA	WAS	Palestinian	Human_Genome_Diversity_Project
HGDP00913	male	NA	AFR	Mandenka	Human_Genome_Diversity_Project
HGDP00729	male	NA	WAS	Palestinian	Human_Genome_Diversity_Project
HGDP00918	female	NA	AFR	Mandenka	Human_Genome_Diversity_Project
HGDP00818	female	NA	EAS	Han	Human_Genome_Diversity_Project
HGDP00920	female	NA	AFR	Yoruba	Human_Genome_Diversity_Project
HGDP00820	female	NA	EAS	Han	Human_Genome_Diversity_Project
HGDP00925	female	NA	AFR	Yoruba	Human_Genome_Diversity_Project
HGDP00832	female	NA	AMR	Surui	Human_Genome_Diversity_Project
HGDP00879	male	NA	EUR	Russian	Human_Genome_Diversity_Project
HGDP00837	male	NA	AMR	Surui	Human_Genome_Diversity_Project
HGDP00881	female	NA	EUR	Russian	Human_Genome_Diversity_Project
HGDP00748	male	NA	EAS	Japanese	Human_Genome_Diversity_Project
HGDP00886	male	NA	EUR	Russian	Human_Genome_Diversity_Project
HGDP00750	male	NA	EAS	Japanese	Human_Genome_Diversity_Project
HGDP00901	female	NA	EUR	Russian	Human_Genome_Diversity_Project
HGDP00755	male	NA	EAS	Japanese	Human_Genome_Diversity_Project
HGDP00906	male	NA	AFR	Mandenka	Human_Genome_Diversity_Project
HGDP00731	male	NA	WAS	Palestinian	Human_Genome_Diversity_Project
HGDP00893	male	NA	EUR	Russian	Human_Genome_Diversity_Project
HGDP00736	female	NA	WAS	Palestinian	Human_Genome_Diversity_Project
HGDP00898	female	NA	EUR	Russian	Human_Genome_Diversity_Project
HGDP00806	female	NA	EUR	Orcadian	Human_Genome_Diversity_Project
HGDP00937	male	NA	AFR	Yoruba	Human_Genome_Diversity_Project
HGDP00813	female	NA	EAS	Han	Human_Genome_Diversity_Project
HGDP00944	male	NA	AFR	Yoruba	Human_Genome_Diversity_Project
HGDP00774	male	NA	EAS	Han	Human_Genome_Diversity_Project
HGDP00812	female	NA	EAS	Han	Human_Genome_Diversity_Project
HGDP00779	male	NA	EAS	Han	Human_Genome_Diversity_Project
HGDP00817	female	NA	EAS	Han	Human_Genome_Diversity_Project
HGDP00781	female	NA	EAS	Han	Human_Genome_Diversity_Project
HGDP00949	male	NA	EAS	Yakut	Human_Genome_Diversity_Project
HGDP00697	female	NA	WAS	Palestinian	Human_Genome_Diversity_Project
HGDP00843	male	NA	AMR	Surui	Human_Genome_Diversity_Project
HGDP00700	female	NA	WAS	Palestinian	Human_Genome_Diversity_Project
HGDP00862	female	NA	AMR	Maya	Human_Genome_Diversity_Project
HGDP00762	male	NA	EAS	Japanese	Human_Genome_Diversity_Project
HGDP01024	female	NA	EAS	Han	Human_Genome_Diversity_Project
HGDP00767	male	NA	EAS	Japanese	Human_Genome_Diversity_Project
HGDP01029	male	NA	AFR	San	Human_Genome_Diversity_Project
HGDP00786	male	NA	EAS	Han	Human_Genome_Diversity_Project
HGDP01031	male	NA	AFR	Bantu_South_AFR	Human_Genome_Diversity_Project
HGDP00938	female	NA	AFR	Yoruba	Human_Genome_Diversity_Project
HGDP00940	male	NA	AFR	Yoruba	Human_Genome_Diversity_Project
HGDP01050	male	NA	AMR	Pima	Human_Genome_Diversity_Project
HGDP00945	male	NA	EAS	Yakut	Human_Genome_Diversity_Project
HGDP00919	male	NA	AFR	Mandenka	Human_Genome_Diversity_Project
HGDP01081	male	NA	AFR	Mbuti	Human_Genome_Diversity_Project
HGDP00926	female	NA	AFR	Yoruba	Human_Genome_Diversity_Project
HGDP01086	male	NA	AFR	Biaka	Human_Genome_Diversity_Project
HGDP00933	female	NA	AFR	Yoruba	Human_Genome_Diversity_Project
HGDP00963	female	NA	EAS	Yakut	Human_Genome_Diversity_Project
HGDP00849	male	NA	AMR	Surui	Human_Genome_Diversity_Project
HGDP00968	male	NA	EAS	Yakut	Human_Genome_Diversity_Project
HGDP00856	male	NA	AMR	Maya	Human_Genome_Diversity_Project
HGDP00970	female	NA	AMR	Colombian	Human_Genome_Diversity_Project
HGDP00863	female	NA	AMR	Maya	Human_Genome_Diversity_Project
HGDP00994	male	NA	AFR	Bantu_South_AFR	Human_Genome_Diversity_Project
HGDP00964	male	NA	EAS	Yakut	Human_Genome_Diversity_Project
HGDP00999	female	NA	AMR	Karitiana	Human_Genome_Diversity_Project
HGDP00969	male	NA	EAS	Yakut	Human_Genome_Diversity_Project
HGDP01149	male	NA	EUR	Bergamo_Italian	Human_Genome_Diversity_Project
HGDP00971	male	NA	EAS	Han	Human_Genome_Diversity_Project
HGDP01151	male	NA	EUR	Bergamo_Italian	Human_Genome_Diversity_Project
HGDP00894	male	NA	EUR	Russian	Human_Genome_Diversity_Project
HGDP01156	female	NA	EUR	Bergamo_Italian	Human_Genome_Diversity_Project
HGDP00899	female	NA	EUR	Russian	Human_Genome_Diversity_Project
HGDP01055	male	NA	AMR	Pima	Human_Genome_Diversity_Project
HGDP00902	female	NA	EUR	Russian	Human_Genome_Diversity_Project
HGDP01062	female	NA	EUR	Sardinian	Human_Genome_Diversity_Project
HGDP00868	female	NA	AMR	Maya	Human_Genome_Diversity_Project
HGDP01067	male	NA	EUR	Sardinian	Human_Genome_Diversity_Project
HGDP00870	female	NA	AMR	Maya	Human_Genome_Diversity_Project
HGDP01101	male	NA	EAS	Tujia	Human_Genome_Diversity_Project
HGDP00875	female	NA	AMR	Maya	Human_Genome_Diversity_Project
HGDP00975	female	NA	EAS	Han	Human_Genome_Diversity_Project
HGDP00907	male	NA	AFR	Mandenka	Human_Genome_Diversity_Project
HGDP01182	male	NA	EAS	Yi	Human_Genome_Diversity_Project
HGDP00914	female	NA	AFR	Mandenka	Human_Genome_Diversity_Project
HGDP01276	female	NA	WAS	Mozabite	Human_Genome_Diversity_Project
HGDP00952	male	NA	EAS	Yakut	Human_Genome_Diversity_Project
HGDP01283	male	NA	AFR	Mandenka	Human_Genome_Diversity_Project
HGDP00957	female	NA	EAS	Yakut	Human_Genome_Diversity_Project
HGDP01288	male	NA	EAS	Northern_Han	Human_Genome_Diversity_Project
HGDP00882	male	NA	EUR	Russian	Human_Genome_Diversity_Project
HGDP01187	male	NA	EAS	Yi	Human_Genome_Diversity_Project
HGDP01094	male	NA	AFR	Biaka	Human_Genome_Diversity_Project
HGDP01194	male	NA	EAS	Miao	Human_Genome_Diversity_Project
HGDP01099	male	NA	EAS	Tujia	Human_Genome_Diversity_Project
HGDP01202	male	NA	AFR	Mandenka	Human_Genome_Diversity_Project
HGDP01102	male	NA	EAS	Tujia	Human_Genome_Diversity_Project
HGDP01219	female	NA	EAS	Daur	Human_Genome_Diversity_Project
HGDP01152	male	NA	EUR	Bergamo_Italian	Human_Genome_Diversity_Project
HGDP01221	male	NA	EAS	Daur	Human_Genome_Diversity_Project
HGDP01157	female	NA	EUR	Bergamo_Italian	Human_Genome_Diversity_Project
HGDP01226	male	NA	EAS	Mongolian	Human_Genome_Diversity_Project
HGDP01164	male	NA	EUR	Tuscan	Human_Genome_Diversity_Project
HGDP01233	male	NA	EAS	Hezhen	Human_Genome_Diversity_Project
HGDP01169	female	NA	EUR	Tuscan	Human_Genome_Diversity_Project
HGDP01238	female	NA	EAS	Hezhen	Human_Genome_Diversity_Project
HGDP01171	female	NA	EUR	Bergamo_Italian	Human_Genome_Diversity_Project
HGDP01245	male	NA	EAS	Xibo	Human_Genome_Diversity_Project
HGDP00976	female	NA	EAS	Han	Human_Genome_Diversity_Project
HGDP01264	male	NA	WAS	Mozabite	Human_Genome_Diversity_Project
HGDP00983	male	NA	AFR	Mbuti	Human_Genome_Diversity_Project
HGDP01269	male	NA	WAS	Mozabite	Human_Genome_Diversity_Project
HGDP00995	female	NA	AMR	Karitiana	Human_Genome_Diversity_Project
HGDP01271	male	NA	WAS	Mozabite	Human_Genome_Diversity_Project
HGDP01001	female	NA	AMR	Karitiana	Human_Genome_Diversity_Project
HGDP01303	male	NA	SAS	Uygur	Human_Genome_Diversity_Project
HGDP01006	female	NA	AMR	Karitiana	Human_Genome_Diversity_Project
HGDP01310	male	NA	EAS	Dai	Human_Genome_Diversity_Project
HGDP01013	male	NA	AMR	Karitiana	Human_Genome_Diversity_Project
HGDP01290	male	NA	EAS	Northern_Han	Human_Genome_Diversity_Project
HGDP01075	male	NA	EUR	Sardinian	Human_Genome_Diversity_Project
HGDP01295	male	NA	EAS	Northern_Han	Human_Genome_Diversity_Project
HGDP01087	male	NA	AFR	Biaka	Human_Genome_Diversity_Project
HGDP01207	male	NA	EAS	Oroqen	Human_Genome_Diversity_Project
HGDP01063	male	NA	EUR	Sardinian	Human_Genome_Diversity_Project
HGDP01214	male	NA	EAS	Daur	Human_Genome_Diversity_Project
HGDP01068	female	NA	EUR	Sardinian	Human_Genome_Diversity_Project
HGDP01257	male	NA	WAS	Mozabite	Human_Genome_Diversity_Project
HGDP01070	female	NA	EUR	Sardinian	Human_Genome_Diversity_Project
HGDP01416	male	NA	AFR	Bantu_Kenya	Human_Genome_Diversity_Project
HGDP01037	male	NA	AMR	Pima	Human_Genome_Diversity_Project
HGDP01051	female	NA	AMR	Pima	Human_Genome_Diversity_Project
HGDP01056	female	NA	AMR	Pima	Human_Genome_Diversity_Project
HGDP01183	male	NA	EAS	Yi	Human_Genome_Diversity_Project
HGDP01190	male	NA	EAS	Miao	Human_Genome_Diversity_Project
HGDP01195	male	NA	EAS	Miao	Human_Genome_Diversity_Project
HGDP01304	male	NA	SAS	Uygur	Human_Genome_Diversity_Project
HGDP01309	male	NA	EAS	Dai	Human_Genome_Diversity_Project
HGDP01334	female	NA	EAS	She	Human_Genome_Diversity_Project
HGDP01311	male	NA	EAS	Dai	Human_Genome_Diversity_Project
HGDP01339	male	NA	EAS	Naxi	Human_Genome_Diversity_Project
HGDP01316	female	NA	EAS	Dai	Human_Genome_Diversity_Project
HGDP01341	male	NA	EAS	Naxi	Human_Genome_Diversity_Project
HGDP01258	male	NA	WAS	Mozabite	Human_Genome_Diversity_Project
HGDP01346	female	NA	EAS	Naxi	Human_Genome_Diversity_Project
HGDP01260	male	NA	WAS	Mozabite	Human_Genome_Diversity_Project
HGDP01353	male	NA	EAS	Tu	Human_Genome_Diversity_Project
HGDP01265	male	NA	WAS	Mozabite	Human_Genome_Diversity_Project
HGDP01358	male	NA	EUR	Basque	Human_Genome_Diversity_Project
HGDP01227	male	NA	EAS	Mongolian	Human_Genome_Diversity_Project
HGDP01360	male	NA	EUR	Basque	Human_Genome_Diversity_Project
HGDP01234	female	NA	EAS	Hezhen	Human_Genome_Diversity_Project
HGDP01404	male	NA	EUR	Adygei	Human_Genome_Diversity_Project
HGDP01208	male	NA	EAS	Oroqen	Human_Genome_Diversity_Project
HGDP01411	male	NA	AFR	Bantu_Kenya	Human_Genome_Diversity_Project
HGDP01222	female	NA	EAS	Daur	Human_Genome_Diversity_Project
HGDP01384	female	NA	EUR	Adygei	Human_Genome_Diversity_Project
